body,title
"• Can she promise the nation that the audit of Aquino’s pork barrel will be finished this year, and not after the 2016 elections?Would Tan stonewall the audit of Aquino’s pork barrel as a quid pro quo for her to be appointed soon as a Supreme Court justice? We hope not.COA must immediately audit Aquino’s pork because it involves a much larger amount of P220 billion, which is eight times the P26 billion pork for 2007-2009.More importantly, Aquino had blatantly used the PDAF and the DAP especially in 2011 and 2012 to bribe first members of the House in filing an impeachment complaint against Chief Justice Renato Corona, and then the senators to convict him.This has been established not only by testimony of those receiving the funds (it was Jinggoy Estrada who exposed it in October 2013), but also by the timing of the funds’ releases. (See my columns: “P559 million released before Senate vote vs. Corona”, Sept. 29, 2013 and “DBM data confirms P100M ‘bribe’ to 16 senators each,” Oct 3. 2013.)Another P4 billion was disbursed to congressmen in 2012, at P15 million each, for having filed the impeachment case against Corona.Think about it. With Aquino bribing congressmen and senators by throwing at them millions of pesos worth of pork barrel funds, would he or his officials have tightened up procedures to make sure that the legislators don’t steal the proceeds, as they had done in 2007-2009?Or, as rumors have circulated, was it Napoles herself and another still unidentified mastermind of the pork barrel scam who helped the legislators, with Aquino’s endorsement, to steal from the pork barrel bribe the president gave them so they’d remove Corona?Was Napoles’ participation in the pork barrel bribes in 2011-2012 the reason for her inexplicable confidence that she would survive her current nightmare, for Aquino to personally see her in Malacañang when she surrendered in August and accompany her to the police headquarters?Or was it an Abad-Napoles tandem in this bigger pork-barrel scam under Aquino? Note that Abad was a congressman for nine years, from 1995 to 2004, who religiously collected his pork barrel that was used for his 16,000 constituents in his tiny province of Batanes.SponsorEspecially since the COA had asked him for documents for its 2007-2009 audit, it is impossible that Abad did not know how people’s money was being stolen through the pork barrel system.Did he advise Aquino that this is the easiest way to bribe Congress so it would remove Corona, and recommended Napoles to help out? Was it this that Napoles was really referring to when she wrote in her sworn statement that it was Abad who taught her how to use NGOs for the pork barrel scam?For all of Aquino’s sickening blah-blahs about “walang mahirap kung walang corrupt,” did he ever talk against the pork barrel system before it was exposed in 2013?Since he, and he alone, directed the use of the DAP, Aquino used these funds as his own personal treasury. Undeniably, Aquino’s hands are tainted with pork barrel money.Note also COA’s wrong priorities to support Aquino’s fake anti-graft campaign.In another move to persecute former President Arroyo as well as to pin down Napoles and the three senators, the COA undertook a special audit of P900 million of the Malampaya funds coursed in 1999 through the agrarian reform department starting in 2011.But what may be compared to the Agrarian reform department’s Malampaya scam is the P8.6 billion—ten times the Malampaya money—Aquino gave to the ARMM from the DAP funds, purportedly to accelerate the region’s development.And how were these distributed? Through Aquino’s hand-picked ARRM Governor Mujiv Hataman who even had a media-covered ceremony distributing P10 million in checks to officials of the region in January 2013. Aquino even complained at that event that Hataman wasn’t disbursing the funds quick enough!For all its posturing as an anti-corruption body, the COA under Tan will be judged by history as another institution prostituted by Aquino, unless she orders the audit of this president’s P220 billion pork barrel, the biggest amount of government money ever put under a president’s sole whim in our history, and the biggest secret of all in this saga.",Public Trending
"""Happy Fathers Day"" Girl Proudly Shares Her Photos With Diffent Old MenSo many Facebook users were shocked about this transgirl who proudly shared her photos along with different old men.A certain Facebook user named ""Nikkie Crisostomo"" Posted four photos of her with different old men with the caption ""Total kinukulit nyo ko. Ayan na, Happy Fathers day senyo. Di ko na kayo isa isahin. Mahal ko kayo""Her post immediately spread online and has scored over 1.5 thousand reactions and 8 hundred shares in just 2 hours and it gains a lot of random comments from netizens on Facebook.Some of them wrote a negative comment and discouraged gheng to continue with 'occupation'.Some netizens expressed their disgust over this lady's blatant vulgarity.Jackilyn Pineda: Aliyah Lhane HAHAHAHHAHAH TINAG NA SI SUGAR DADI IH HAHAHAHAJhem Gnzls Jacob: So pg nagpost ng my ksamang lalake fuckgirl na? Hindi b pwedeng maraming ngmamahal 😍😂Donamir Cator: tfuck HAHA chineck ko baka may picture tatay koWhat can you say about Nikki's viral post? Do you think she was just a victim of hacking? Share us your thoughts by simply leaving on the comment section below. For more viral news and latest updates, feel free to visit our site often. Thanks for dropping by and reading this post.","Shocking: Facebook User Proudly Shares Her Photos With Different Men On Social Media! ""Happy Fathers Day Senyo"""
"From judges and lawmakers to mayors and local-government bosses to military personnel and police officers, the tangled web of the Philippines’ illegal-drugs networks is being dragged into the light. And the long-held open secret that national and local ranking officials are involved and directly profiting from the drugs trade has been laid bare with President Rodrigo Duterte’s naming and shaming 160 of them.Reading out a list of names at a military base in Davao, Duterte declared that they had all been sacked and that their gun permits and all official protection for them were being withdrawn. They should, he said, hand themselves in to authorities or he will instruct the Philippine army and the Philippine National Police (PNP) to “hunt you down”.The significance of this is that the war is now being waged further up the food chain. The shift from the street war against drug peddlers to the owners and operators of the drug cartels which are backed by powerful regional politicians, shows a clear expansion of Duterte’s strategy and underscores his commitment to rid his country of drugs.One of those on the list was Ronaldo Espinosa, mayor of Albuera, a town in Leyte, Eastern Visayas. He surrendered to authorities the day before a raid by police commandos on his home which left six of his bodyguards dead. Thirteen high-powered firearms and five pistols were seized at the scene. Espinosa is believed to have a small army of 50-100 well-armed protectors.His son, Kerwin, now on the run, is described by police as armed and dangerous and the region’s “No. 1 drug lord”. PNP Director General Ronald Dela Rosa warned him: ‘Your father already surrendered so you should follow your father… Your life is really in danger.’Espinosa Snr denies any involvement in the drugs trade and says his son was no more than a pusher of shabu, a methamphetamine. The police say that their family narcotic business is extensive and are now dismantling it.In other developments, Johaira Macabut (alias Abinal) – known as the “Mindanao Drug Queen” – a former mayor of Maguing, a town in Lanao del Sur, in the Autonomous Region in Muslim Mindanao (ARMM) has been arrested at her home in Cagayan de Oro City, Misamis Oriental. The raid, by officers of the Philippine Drug Enforcement Agency, uncovered a quantity of shabu and a number of guns. Five other mayors, three from ARMM and one each from Bulucan and Iloilo, have also handed themselves in to police. Others are being tracked down as a “shoot on sight” order remains in place.With an estimated 3% of the country’s 1.2 million population addicted to drugs and 92% of Metro Manila’s barangays afflicted by narcotics, the administration is fighting a war and a pandemic. Crime wars in a queue",Drug war moves up the food chain
"Arthur Tugade, the incoming Transport Department secretary, might just have the solution for Manila’s nightmare and daymare commuting problems. Take the passenger traffic off the roads – and put them in the air.Cable cars, gondolas, pods – or to give them their proper name, cable-propelled transport (CPT) – Tugade believes, could be the most efficient way of relieving the traffic congestion which has now all but choked the capital. Vehicle density in Manila is 3,677 per square meter – to give you an idea: New York City is 2,504, Singapore is 1,360 and Tokyo is 967.It is a bold plan and one that is worthy of the man who was able to rid the Clark Development Corporation of its sluggish, corruption-laden culture and poor financial returns and transform it into a vibrant operation with good governance and impressive profits.Right now, the idea is still in its infancy – though Tugade has mentioned Metro Manila’s Pasig City area as one possible location and a cable link between Makati and Santa Rosa in Laguna as another. Logistics surveys, viability studies and cost estimates have yet to be carried out, but given the success of urban CPT systems elsewhere in the world, Manila looks ripe for one of its own.Lagos in Nigeria, for example, is planning to have its own CPT. That city has 21 million citizens and practically no fixed transport infrastructure. Metro Manila has around 13 million citizens and a transport infrastructure which is now unfit for purpose.Tugade’s cable cars will each have a 35-passenger capacity – that’s a small coach load – while jeepneys, the most common mode of mass transport on Manila’s roads, have an official seating capacity of 20. Do the math: 20 pods = 700 passengers = 35 jeepneys. For cars, taking 4 passengers per vehicle, its even more impressive > 20 pods = 700 passengers = 175 cars. The 10.7km CPT system in the Bolivian capital, La Paz – admittedly, the biggest in the world – can handle 9,000 passengers an hour; 3,000 on each of its three cable routes.CPT systems are spring up all over the world – from Germany to Algeria, Turkey to Brazil – as transport planners increasingly adopt them as urban transport solutions. And their popularity is growing. Port-au-Prince in Haiti, Cardiff in Wales and Mecca in Saudi Arabia are all now at the planning stage of implementing cable-car transport.According to Steven Dale, a CPT strategist with The Gondola Project, part of Toronto-based Creative Urban Projects: “Ten years ago people thought the idea of urban cable cars ridiculous. Now almost every city in the developing world wants one”. He pointed out that they require less time and money – considerably less – to implement and are pollution free.Worldwide, CPT fulfills another function: sightseeing. In the case of Manila that could be a real pull for tourism – to get a bird’s eye view of the world’s worst traffic chaos without having to experience it.",Tugade could be aiming for the sky
"WHAT IS A SALN?­­SALN stands for Statement of Assets, Liabilities, and Net Worth. It is a declaration of assets (i.e., land, vehicles, etc) and liabilities (i.e., loans, debts, etc), including business and financial interests, of an official/employee, of his or her spouse, and of his or her unmarried children under 18 years old still living in their parents’ households. The submission of a SALN is required by law under Article XI Section 17 of the 1987 Constitution and Section 8 of Republic Act No. 6713, the “Code of Conduct and Ethical Standards for Public Officials and Employees.” It includes a waiver authorizing the Ombudsman or his authorized representatives to attain documents that may show assets, liabilities, net worth, business interests, and financial connections from all appropriate government agencies.All public officials and employees, whether regular or under temporary status, are required to file a SALN.Art. XI Sec. 17 of the 1987 Philippine Constitution“A public officer or employee shall, upon assumption of office and as often thereafter as may be required by law, submit a declaration under oath of his assets, liabilities, and net worth.“In the case of the President, the Vice-President, the Members of the Cabinet, the Congress, the Supreme Court, the Constitutional Commissions and other constitutional offices, and officers of the armed forces with general or flag rank, the declaration shall be disclosed to the public in the manner provided by law.”Administrative Code of 1987, Book 1, Chapter 9, Sec. 34“A public officer or employee shall upon assumption of office and as often thereafter as may be required by law, submit a declaration under oath of his assets, liabilities, and net worth.”RA 6713, Sec. 8“Statements and Disclosure — Public officials and employees have an obligation to accomplish and submit declarations under oath of, and the public has the right to know, their assets, liabilities, net worth and financial and business interests including those of their spouses and of unmarried children under eighteen (18) years of age living in their households.”Public officials and employees under temporary status are also required to file under oath their SALNs and Disclosure of Business Interests and Financial Connections in accordance with the guidelines provided under these rules.According to our source, this is Renato Reyes' latest SALN based on what he submitted to Ombudsman last Aquino Administration. KIND ASSESSED VALUE CURRENT MARKET VALUELAND P52,410 P5.1M HOUSE P16,870 P2M MOTOR VEHICLES P1.1M CASH AND INVESTMENTS 2.7MDisclaimer: Contributed articles does not reflect the views of this website. This website cannot guarantee the legitimacy of some of the information contributed to us. You may do additional research if you find some information doubtful.About kakui15","RENATO REYES' STATEMENT OF ASSETS, LIABILITIES AND NET WORTH"
"Socialite Divine Lee’s wedding glittered with a golden gown and showbiz personalities in Cebu.The stunning bride shunned white and opted to glow in gold because she “would wear bridal gowns to events”, she revealed in an Instagram post. Designed by Rajo Laurel, the gown was a gorgeous twist on tradition.Image: Screen grab via Instagram/@missizacalzado“A golden gown to match your golden heart,” said actress Iza Calzado in a post.Businessman Blake Go proposed to Divine in Bali last 2016. The pair knew each other since college but only became an item in 2015.Divine is the daughter of Globe Asiatique president Delfin Lee.Image: Screen grab via Instagram/@blake_goDivine’s celebrity friends encountered transportation hurdles before they could make it to her big day. Iza shared that she and friends Vice Ganda, Karylle, and beau Ben Wintle were stuck in the airport for six hours:Being stuck in an airport for 6 hours ain’t so bad if you have equally crazy people to keep you entertained! What an adventure just to be with our love @divinemlee as she married @blake_go today. Cebu, we are so ready for you! ❤️❤️❤️#finaleeshesaidgo A post shared by 🌟 DREAM BIG 🌟 (@missizacalzado) on Aug 4, 2017 at 7:43pm PDTDivine wrote in a post that just to make it, Karylle was preparing “a boat transfer from another airport”. Still, her best friends made it and looked effortless in their black-and-white ensembles:Image: Screen grab via Instagram/@divinemleeThe bride’s huge entourage of over 50 also made it in time:Image: Screen grab via Instagram/@divinemlee“The invite maker said it must be the longest entourage list they had printed,” Divine shared. “Wala pa yung ninangs/ninongs dyan ha.” (That still excludes godparents.)Iza looked gorgeous in a white dress-suit alongside her main man:Iza Calzado and Ben Wintle. Image: Screen grab via Instagram/@missizacalzadoThe “Bliss” actress also slayed on the dance floor:Still got the moves @jm_ro and @missizacalzado ! Funniest thing I saw last night. #expressyourself #finaleeshesaidgo A post shared by @benmwintle on Aug 5, 2017 at 9:21pm PDTStaying in theme, the wedding had a “gold cake to match my gold gown,” shared Divine. The design was inspired by architect Zaha Hadid’s work.Image: Screen grab via Instagram/@divinemleeOther celebrity attendees included Angel Locsin, Matteo Guidicelli, Andi Eigenmann, Tim Yap, Lucy Torres-Gomez and Korina Sanchez. JBRELATED STORY:WATCH: Iza Calzado and beau share a “Baywatch” moment",LOOK: Divine Lee has star-studded Cebu wedding in golden bridal gown  MaharlikaNews @ykhy CW051017
"Time travel is the concept of movement (such as by a human) between certain points in time, analogous to movement between different points in space, typically using a hypothetical device known as a time machine, in the form of a vehicle or of a portal connecting distant points in time.This footage of a person apparently talking on a cellphone in a Charlie Chaplin film is just one clue that time travel is happening all around us.In this video it shows a supposed time traveller caught on tape on a CCTV camera, along with alleged teleportations that have been caught on tape.",SHOCKING! 10 Cases of Time Travel Caught On Camera
"A girl who’s always walking three times a day to study and reach her dreams was raped and killed by still unidentified man in Tigaon Camarines Sur Friday.According to the parents and adviser of the victim, the 15 year old girl is sometimes walking too far together with her brother to school.But before the crime happened, the victim didn’t go home with her brother that may possibly gave the suspect a chance to commit the crime to the victim.“Magkasama sila tuwing umuuwi kaya lang nu’ng time na ‘yun, nauna talagang umuwi ‘yung isa kaya malayo ‘yung distansiya so nagkaroon ng oportunidad ‘yung suspek na gumawa ng krimen,” ayon kay PO2 Maricel Adayo ng Tigaon – Philippine National Police (PNP).The area where the crime happened is remote, that’s why no one heard or witnessed the brutal rape-slay.The Tigaon PNP is still trying to investigate to unmask the suspect.Because of this, the Principal of the school where the victim studied asked the barangay officials to offer a free ride to all students who need to walk to their school.The victim was set to participate in their foundation day held this week.She’s known for being a good student and despite of the distance between her home and school, the victim didn’t miss her class.Because of a vicious criminal, all the dream of the victim to help her family someday was torn into pieces.The parents of the victim is hoping that the man who destroyed the dreams of their daughter would be apprehended immediately by the authorities.Source: ABS-CBN",Girl whos walking three hours a day just to study was raped and killed while going home from school
JOIN OTHER READERS WHO GET NEW STORIES BY EMAIL!* Stay up to date with the changing Philippine political landscape.* Learn more about the opportunities and challenges of investing in the Philippines.* Read articles and analyses that will make you rethink the mainstream media headlines.Enter your email and be fully informed.,Government Archives
"Many people are consuming almost the same food every day, which is not good for their health. They are not aware that eating meats such as pork and beef can contain a specific type of worm that can seriously affect their health.Once these worms enters your body, they can move throughout your eyes, your tissues, and even in your brain. Just the thought of having these worms inside your body is a very scary thing, but all of this can actually happen.According to the team of doctors in Addenbrookes Hospital at Cambridge, a patient came to the hospital complaining of severe headaches.The patient came back after a while for some tests, this time he was complaining for new symptoms.He said, he had recently visited China, Thailand, Japan and South Korea, which are known as the countries having the most reported cases of the parasite known as Spirometra Erinaceieuropaei.Along with headaches, the patient also experienced seizures and weakness which are symptoms caused by the parasites.After he was diagnosed with an infection sparganosis, the doctors quickly remove the worms with operation because this is the only way to cure this infection.Thaeniasis is defined as an infection caused by parasites, beef tapeworm, pork tapeworm and Asian tapeworm. People can become infected with these tapeworms by eating raw or under-cooked beef or pork.People can get infected by these tapeworms in two ways:- The first one is by consuming under-cooked pork from infected pigs.- Second one is through contact with swine or human feces.",CNN WARNS: Stop Eating This Type of Food Because Dangerous Worms May Appear Inside Your Body
